X,Y0
0,2.094117647058823
1,-1.9058823529411768
2,-2.905882352941177
3,2.094117647058823
4,-2.905882352941177
5,-4.905882352941177
6,-4.905882352941177
7,-3.905882352941177
8,-4.905882352941177
9,-4.905882352941177
10,-3.905882352941177
11,-4.905882352941177
12,-0.9058823529411768
13,-0.9058823529411768
14,-2.905882352941177
15,-3.905882352941177
16,7.094117647058823
17,-4.905882352941177
18,-4.905882352941177
19,-0.9058823529411768
20,-2.905882352941177
21,-2.905882352941177
22,4.094117647058823
23,9.094117647058823
24,8.094117647058823
25,0.0941176470588232
26,1.0941176470588232
27,1.0941176470588232
28,-0.9058823529411768
29,1.0941176470588232
30,0.0941176470588232
31,4.094117647058823
32,6.094117647058823
33,6.094117647058823
34,4.094117647058823
35,2.094117647058823
36,4.094117647058823
37,3.094117647058823
38,4.094117647058823
39,0.0941176470588232
40,3.094117647058823
41,1.0941176470588232
42,2.094117647058823
43,4.094117647058823
44,1.0941176470588232
45,7.094117647058823
46,4.094117647058823
47,7.094117647058823
48,11.094117647058823
49,15.094117647058823
50,25.094117647058823
51,58.09411764705882
52,128.09411764705882
53,442.09411764705885
54,1063.0941176470587
55,1757.0941176470587
56,2271.0941176470587
57,2451.0941176470587
58,2489.0941176470587
59,2528.0941176470587
60,2494.0941176470587
61,2316.0941176470587
62,1752.0941176470587
63,1117.0941176470587
64,471.09411764705885
65,164.09411764705882
66,62.09411764705882
67,32.09411764705882
68,19.094117647058823
69,0.0941176470588232
70,7.094117647058823
71,6.094117647058823
72,7.094117647058823
73,10.094117647058823
74,4.094117647058823
75,2.094117647058823
76,1.0941176470588232
77,8.094117647058823
78,0.0941176470588232
79,7.094117647058823
80,3.094117647058823
81,5.094117647058823
82,9.094117647058823
83,5.094117647058823
84,6.094117647058823
85,17.094117647058823
86,3.094117647058823
87,-0.9058823529411768
88,7.094117647058823
89,2.094117647058823
90,4.094117647058823
91,0.0941176470588232
92,6.094117647058823
93,6.094117647058823
94,5.094117647058823
95,1.0941176470588232
96,2.094117647058823
97,0.0941176470588232
98,-3.905882352941177
99,2.094117647058823
100,-3.905882352941177
101,-2.905882352941177
102,21.094117647058823
103,-0.9058823529411768
104,-4.905882352941177
105,-4.905882352941177
106,-4.905882352941177
107,-3.905882352941177
108,-4.905882352941177
109,2.094117647058823
110,-3.905882352941177
111,-3.905882352941177
112,-2.905882352941177
113,1.0941176470588232
114,4.094117647058823
115,3.094117647058823
116,6.094117647058823
117,6.094117647058823
118,5.094117647058823
119,2.094117647058823
120,15.094117647058823
121,10.094117647058823
122,8.094117647058823
123,8.094117647058823
124,11.094117647058823
125,11.094117647058823
126,17.094117647058823
127,15.094117647058823
128,23.094117647058823
129,23.094117647058823
130,32.09411764705882
131,45.09411764705882
132,45.09411764705882
133,68.09411764705882
134,87.09411764705882
135,123.09411764705882
136,178.09411764705882
137,195.09411764705882
138,266.09411764705885
139,386.09411764705885
140,426.09411764705885
141,578.0941176470589
142,625.0941176470589
143,764.0941176470589
144,882.0941176470589
145,1013.0941176470589
146,1151.0941176470587
147,1264.0941176470587
148,1303.0941176470587
149,1345.0941176470587
150,1412.0941176470587
151,1400.0941176470587
152,1443.0941176470587
153,1446.0941176470587
154,1361.0941176470587
155,1256.0941176470587
156,1166.0941176470587
157,1025.0941176470587
158,909.0941176470589
159,783.0941176470589
160,616.0941176470589
161,519.0941176470589
162,459.09411764705885
163,338.09411764705885
164,229.09411764705882
165,187.09411764705882
166,138.09411764705882
167,111.09411764705882
168,92.09411764705882
169,55.09411764705882
170,56.09411764705882
171,35.09411764705882
172,27.094117647058823
173,16.094117647058823
174,10.094117647058823
175,12.094117647058823
176,12.094117647058823
177,11.094117647058823
178,17.094117647058823
179,12.094117647058823
180,10.094117647058823
181,10.094117647058823
182,1.0941176470588232
183,13.094117647058823
184,5.094117647058823
185,4.094117647058823
186,6.094117647058823
187,4.094117647058823
188,6.094117647058823
189,1.0941176470588232
190,1.0941176470588232
191,-4.905882352941177
192,-4.905882352941177
193,-3.905882352941177
194,-3.905882352941177
195,-1.9058823529411768
196,-1.9058823529411768
197,-4.905882352941177
198,0.0941176470588232
199,-4.905882352941177
200,-3.905882352941177
201,-4.905882352941177
202,-2.905882352941177
203,-4.905882352941177
204,-4.905882352941177
205,-4.905882352941177
206,5.094117647058823
207,5.094117647058823
208,12.094117647058823
209,12.094117647058823
210,16.094117647058823
211,13.094117647058823
212,24.094117647058823
213,25.094117647058823
214,23.094117647058823
215,41.09411764705882
216,39.09411764705882
217,47.09411764705882
218,60.09411764705882
219,55.09411764705882
220,64.09411764705882
221,85.09411764705882
222,107.09411764705882
223,107.09411764705882
224,154.09411764705882
225,135.09411764705882
226,200.09411764705882
227,210.09411764705882
228,217.09411764705882
229,317.09411764705885
230,336.09411764705885
231,367.09411764705885
232,420.09411764705885
233,487.09411764705885
234,569.0941176470589
235,553.0941176470589
236,625.0941176470589
237,687.0941176470589
238,698.0941176470589
239,835.0941176470589
240,840.0941176470589
241,914.0941176470589
242,885.0941176470589
243,897.0941176470589
244,895.0941176470589
245,946.0941176470589
246,903.0941176470589
247,884.0941176470589
248,840.0941176470589
249,865.0941176470589
250,800.0941176470589
251,823.0941176470589
252,701.0941176470589
253,685.0941176470589
254,649.0941176470589
255,618.0941176470589
256,538.0941176470589
257,535.0941176470589
258,461.09411764705885
259,368.09411764705885
260,347.09411764705885
261,330.09411764705885
262,273.09411764705885
263,249.09411764705882
264,184.09411764705882
265,187.09411764705882
266,167.09411764705882
267,112.09411764705882
268,119.09411764705882
269,87.09411764705882
270,70.09411764705882
271,58.09411764705882
272,40.09411764705882
273,44.09411764705882
274,47.09411764705882
275,26.094117647058823
276,38.09411764705882
277,29.094117647058823
278,24.094117647058823
279,28.094117647058823
280,23.094117647058823
281,11.094117647058823
282,10.094117647058823
283,5.094117647058823
284,-4.905882352941177
285,-3.905882352941177
286,-0.9058823529411768
287,-3.905882352941177
288,-2.905882352941177
289,-4.905882352941177
290,-4.905882352941177
291,-3.905882352941177
292,-2.905882352941177
293,-4.905882352941177
294,15.094117647058823
295,-4.905882352941177
296,-4.905882352941177
297,2.094117647058823
298,-2.905882352941177
299,15.094117647058823
300,61.09411764705882
301,57.09411764705882
302,65.09411764705882
303,104.09411764705882
304,85.09411764705882
305,91.09411764705882
306,108.09411764705882
307,114.09411764705882
308,111.09411764705882
309,128.09411764705882
310,137.09411764705882
311,173.09411764705882
312,182.09411764705882
313,209.09411764705882
314,204.09411764705882
315,243.09411764705882
316,274.09411764705885
317,281.09411764705885
318,308.09411764705885
319,340.09411764705885
320,353.09411764705885
321,378.09411764705885
322,419.09411764705885
323,414.09411764705885
324,429.09411764705885
325,483.09411764705885
326,516.0941176470589
327,550.0941176470589
328,571.0941176470589
329,590.0941176470589
330,606.0941176470589
331,599.0941176470589
332,663.0941176470589
333,646.0941176470589
334,615.0941176470589
335,632.0941176470589
336,703.0941176470589
337,644.0941176470589
338,668.0941176470589
339,656.0941176470589
340,625.0941176470589
341,663.0941176470589
342,616.0941176470589
343,622.0941176470589
344,563.0941176470589
345,556.0941176470589
346,540.0941176470589
347,506.09411764705885
348,500.09411764705885
349,462.09411764705885
350,440.09411764705885
351,414.09411764705885
352,377.09411764705885
353,345.09411764705885
354,357.09411764705885
355,339.09411764705885
356,278.09411764705885
357,280.09411764705885
358,259.09411764705885
359,249.09411764705882
360,234.09411764705882
361,168.09411764705882
362,155.09411764705882
363,151.09411764705882
364,162.09411764705882
365,137.09411764705882
366,123.09411764705882
367,99.09411764705882
368,88.09411764705882
369,77.09411764705882
370,83.09411764705882
371,69.09411764705882
372,68.09411764705882
373,58.09411764705882
374,58.09411764705882
375,51.09411764705882
376,26.094117647058823
377,3.094117647058823
378,-4.905882352941177
379,5.094117647058823
380,-0.9058823529411768
381,-4.905882352941177
382,-4.905882352941177
383,-2.905882352941177
384,-3.905882352941177
385,-3.905882352941177
386,-3.905882352941177
387,16.094117647058823
388,-4.905882352941177
389,-4.905882352941177
390,-4.905882352941177
391,18.094117647058823
392,42.09411764705882
393,31.094117647058823
394,54.09411764705882
395,46.09411764705882
396,87.09411764705882
397,78.09411764705882
398,87.09411764705882
399,90.09411764705882
